Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF0000050/75,2,134,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Holland Haven,Holland Haven,,29/11/2007,29/11/2007,,Clarify route in Clacton Town centre with closure of Pier Avenue,Valid,Registered,Operating between Holland Haven and Holland Haven given service number 134 effective from 29-Nov-2007. To amend Route.,Normal Stopping,Yes,No,,Essex County Council,East of England,75
PF0000050/76,4,135,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Gt Clacton,Gt Clacton,,23/07/2017,19/05/2017,,"Variation to route, stopping places and timetable

Diverted via Asda with revised timetable",Valid,Registered,"Operating between Gt Clacton and Gt Clacton given service number 135 effective from 23 July 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,No,,Essex County Council,East of England,76
PF0000050/101,1,16,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB","OLD HEATH, SPEEDWELL ROAD",ST HELENA SCHOOL,OLD HEATH AND RECREATION GROUND,10/04/2016,24/02/2016,,Variation to timetable,Valid,Registered,"Operating between OLD HEATH, SPEEDWELL ROAD and ST HELENA SCHOOL given service number 16 effective from 10-Apr-2016. To amend Timetable.",Normal Stopping,Yes,Yes,ESSEX CC,Essex County Council,East of England,101
PF0000050/139,3,137,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Pier Avenue,Pier Avenue,Station Road,18/12/2014,08/10/2014,,"variation to timetable

Additional evening journeys on 18th December 2014 only

Sunday service Friday 26th December 2014 and Thursday 1st January 2015 only",Valid,Registered,Operating between Pier Avenue and Pier Avenue given service number 137 effective from 18-Dec-2014. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,139
PF0000050/151,14,87,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Brightlingsea,Colchester,,30/05/2017,19/05/2017,,Variation to timetable,Valid,Registered,Operating between Brightlingsea and Colchester given service number 87 / 87c / 87a effective from 30 May 2017. To amend Timetable.,Normal Stopping,Yes,In Part,Essex CC,Essex County Council,East of England,151
PF0000050/153,1,16A,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Barnhall Avenue,Sheepen Road,,10/04/2016,24/02/2016,,Variation to timetable,Valid,Registered,Operating between Barnhall Avenue and Sheepen Road given service number 16A effective from 10-Apr-2016. To amend Timetable.,Normal Stopping,Yes,Yes,Essex CC,Essex County Council,East of England,153
PF0000050/166,5,50,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Malting Green/Tollesbury,"Colchester, Osborne Street",,27/08/2017,30/06/2017,,Vary timetable,Valid,Registered,"Operating between Malting Green/Tollesbury and Colchester, Osborne Street given service number 50 / 50A / 92A effective from 27 August 2017. To amend Timetable.",Normal Stopping,NO,Yes,Essex,Essex County Council,East of England,166
PF0000050/170,2,130,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Jaywick. Midway,Brook Retail Park,,30/05/2017,03/04/2017,,"Variation to route, stopping places and timetable",Valid,Registered,"Operating between Jaywick. Midway and Brook Retail Park given service number 130 effective from 30 May 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,No,,Essex County Council,East of England,170
PF0000050/179,2,82,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colne Engaine,Colchester,,24/04/2016,21/04/2016,,Minor route change to 82B in Stanway,Valid,Registered,Operating between Colne Engaine and Colchester given service number 82/82A/82B effective from 24-Apr-2016. To amend Route.,Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,179
PF0000050/180,2,19,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Rowhedge,Monkwick School,,19/06/2016,20/04/2016,,Service to operate as a normal stopping service,Valid,Registered,Operating between Rowhedge and Monkwick School given service number 19 effective from 19-Jun-2016. To amend Timetable.,School or Works,NO,Yes,Essex County Council,Essex County Council,East of England,180
PF0000050/181,1,69,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",East Mersea,Colchester,,11/04/2016,22/03/2016,,"Variation to route, stopping places and timetable",Valid,Registered,Operating between East Mersea and Colchester given service number 69/69A effective from 11-Apr-2016. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,181
PF0000050/181,1,69,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",East Mersea,Colchester,,11/04/2016,22/03/2016,,"Variation to route, stopping places and timetable",Valid,Registered,Operating between East Mersea and Colchester given service number 69/69A effective from 11-Apr-2016. To amend Route and Timetable.,Hail & Ride,Yes,Yes,Essex County Council,Essex County Council,East of England,181
PF0000050/182,1,15,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Marks Tey Station,Prettygate,,11/04/2016,22/03/2016,,Variation to route description and timetable,Valid,Registered,Operating between Marks Tey Station and Prettygate given service number 15 effective from 11-Apr-2016. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,182
PF0000050/183,1,85,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,Layer Breton,,11/04/2016,22/03/2016,,Variation to timetable,Valid,Registered,Operating between Colchester and Layer Breton given service number 85 effective from 11-Apr-2016. To amend Route.,Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,183
PF0000050/184,0,50B,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Great Wigborough,Colchester,,11/04/2016,23/02/2016,,"Mondays, not bank holidays.",Valid,Registered,"From: Great Wigborough
To: Colchester
Via: 
Name or No: 50B
Service Type: Normal Stopping
Effective Date: 11-Apr-2016
Other Details: Mondays, not bank holidays.",Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,184
PF0000050/185,1,63,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,William Harris Way,,11/04/2016,22/03/2016,,Variation to route description and timetable,Valid,Registered,Operating between Colchester and William Harris Way given service number 63 effective from 11-Apr-2016. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Essex County Council,Essex County Council,East of England,185
PF0000050/186,1,83,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,"Bures, Fordham",,11/04/2016,22/03/2016,,variation to route description and timetable,Valid,Registered,"Operating between Colchester and Bures, Fordham given service number 83 effective from 11-Apr-2016. To amend Route and Timetable.",Normal Stopping,Yes,Yes,Essex cc,Essex County Council,East of England,186
PF0000050/186,1,83,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,"Bures, Fordham",,11/04/2016,22/03/2016,,variation to route description and timetable,Valid,Registered,"Operating between Colchester and Bures, Fordham given service number 83 effective from 11-Apr-2016. To amend Route and Timetable.",Hail & Ride,Yes,Yes,Essex cc,Essex County Council,East of England,186
PF0000050/187,1,84B,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,Little Horkesley,,11/04/2016,22/03/2016,,Variation to route description and timetable,Valid,Registered,Operating between Colchester and Little Horkesley given service number 84B effective from 11-Apr-2016. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Essex cc,Essex County Council,East of England,187
PF0000050/187,1,84B,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,Little Horkesley,,11/04/2016,22/03/2016,,Variation to route description and timetable,Valid,Registered,Operating between Colchester and Little Horkesley given service number 84B effective from 11-Apr-2016. To amend Route and Timetable.,Hail & Ride,Yes,Yes,Essex cc,Essex County Council,East of England,187
PF0000050/188,1,79,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,Tiptree,,24/04/2016,21/04/2016,,Revised route in Messing,Valid,Registered,Operating between Colchester and Tiptree given service number 79 effective from 24-Apr-2016. To amend Route.,Normal Stopping,Yes,Yes,Essex cc,Essex County Council,East of England,188
PF0000050/188,1,79,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Colchester,Tiptree,,24/04/2016,21/04/2016,,Revised route in Messing,Valid,Registered,Operating between Colchester and Tiptree given service number 79 effective from 24-Apr-2016. To amend Route.,Hail & Ride,Yes,Yes,Essex cc,Essex County Council,East of England,188
PF0000050/189,1,91,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Tollesbury,Witham,"D'Arcey School, Kelvedon",27/08/2017,30/06/2017,,"Revised timetable including new Saturday sevice 
Small number of commercial journeys introduced",Valid,Registered,Operating between Tollesbury and Witham given service number 91 effective from 27 August 2017. To amend Timetable.,Normal Stopping,NO,In Part,Essex cc,Essex County Council,East of England,189
PF0000050/189,1,91,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Tollesbury,Witham,"D'Arcey School, Kelvedon",27/08/2017,30/06/2017,,"Revised timetable including new Saturday sevice 
Small number of commercial journeys introduced",Valid,Registered,Operating between Tollesbury and Witham given service number 91 effective from 27 August 2017. To amend Timetable.,Hail & Ride,NO,In Part,Essex cc,Essex County Council,East of England,189
PF0000050/191,0,345,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Fuller Street,Braintree Bus Park,,27/08/2017,30/06/2017,,"Wednesday only 
Not Bank holidays",Valid,Registered,"From: Fuller Street
To: Braintree Bus Park
Via: 
Name or No.: 345
Service type: Normal Stopping / Hail & Ride
Effective date: 27 August 2017
Other details: Wednesday only 
Not Bank holidays",Normal Stopping,NO,Yes,Essex,Essex County Council,East of England,191
PF0000050/191,0,345,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Fuller Street,Braintree Bus Park,,27/08/2017,30/06/2017,,"Wednesday only 
Not Bank holidays",Valid,Registered,"From: Fuller Street
To: Braintree Bus Park
Via: 
Name or No.: 345
Service type: Normal Stopping / Hail & Ride
Effective date: 27 August 2017
Other details: Wednesday only 
Not Bank holidays",Hail & Ride,NO,Yes,Essex,Essex County Council,East of England,191
PF0000050/192,0,D1,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Bradwell (D1) or Southminster (D2),Maldon,,27/08/2017,30/06/2017,,"Mondays to Saturdays 
Not Bank Holidays",Valid,Registered,"From: Bradwell (D1) or Southminster (D2)
To: Maldon
Via: 
Name or No.: D1 / D2
Service type: Normal Stopping / Hail & Ride
Effective date: 27 August 2017
Other details: Mondays to Saturdays 
Not Bank Holidays",Normal Stopping,NO,Yes,Essex,Essex County Council,East of England,192
PF0000050/192,0,D1,F,PF0000050,110,110,01/11/1995,31/10/2020,Standard National,16362,HEDINGHAM AND DISTRICT OMNIBUSES LTD,HEDINGHAM OMNIBUSES,"PEARTREE ROAD, DUGARD HOUSE, STANWAY, COLCHESTER, CO3 0UL, GB",Bradwell (D1) or Southminster (D2),Maldon,,27/08/2017,30/06/2017,,"Mondays to Saturdays 
Not Bank Holidays",Valid,Registered,"From: Bradwell (D1) or Southminster (D2)
To: Maldon
Via: 
Name or No.: D1 / D2
Service type: Normal Stopping / Hail & Ride
Effective date: 27 August 2017
Other details: Mondays to Saturdays 
Not Bank Holidays",Hail & Ride,NO,Yes,Essex,Essex County Council,East of England,192
PF0000069/2,6,170,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB",Diss,Felixstowe,,25/07/2011,10/05/2011,,Revised Timetable,Valid,Registered,Operating between Diss and Felixstowe given service number 170 effective from 25-Jul-2011. To amend Timetable.,Limited Stop,NO,No,,Norfolk County Council,East of England,2
PF0000069/2,6,170,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB",Diss,Felixstowe,,25/07/2011,10/05/2011,,Revised Timetable,Valid,Registered,Operating between Diss and Felixstowe given service number 170 effective from 25-Jul-2011. To amend Timetable.,Limited Stop,NO,No,,Suffolk County Council,East of England,2
PF0000069/7,2,121,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB",Eye,"Ipswich, Old Cattle Market Bus Station",Sweffling Crossing To Sweffling Church,05/04/2016,27/01/2016,,"Variation to route, stopping places and timetable
Service will now depart from Eye
 
First Tuesday of each month. Excluding Public Holidays.

Waiting time point unlikely to be more than two or three minutes.

Between Eye, Castleton Way High School ",Valid,Registered,"Operating between Eye and Ipswich, Old Cattle Market Bus Station given service number 121 effective from 05-Apr-2016. To amend Route and Timetable.",Hail & Ride,NO,No,,Suffolk County Council,East of England,7
PF0000069/8,0,319,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB","Syleham, Phone Box","Eye, Hartismere High School",,16/04/2013,27/03/2013,,School days.,Valid,Registered,"From: Syleham, Phone Box
To: Eye, Hartismere High School
Via: 
Name or No: 319
Service Type: Hail & Ride
Effective Date: 16-Apr-2013
Other Details: School days.",Hail & Ride,Yes,No,,Suffolk County Council,East of England,8
PF0000069/9,1,Routeline 320,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB","EYE, TOWN HALL",BURY ST EDMUNDS BUS STATION,,25/04/2017,27/02/2017,,"Variation to the timetable

Runs on Wednesdays only excluding public holidays",Valid,Registered,"Operating between EYE, TOWN HALL and BURY ST EDMUNDS BUS STATION given service number Routeline 320 effective from 25 April 2017. To amend Timetable.",Normal Stopping,NO,No,,Suffolk County Council,East of England,9
PF0000069/9,1,Routeline 320,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB","EYE, TOWN HALL",BURY ST EDMUNDS BUS STATION,,25/04/2017,27/02/2017,,"Variation to the timetable

Runs on Wednesdays only excluding public holidays",Valid,Registered,"Operating between EYE, TOWN HALL and BURY ST EDMUNDS BUS STATION given service number Routeline 320 effective from 25 April 2017. To amend Timetable.",Hail & Ride,NO,No,,Suffolk County Council,East of England,9
PF0000069/10,0,475,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB","Eye, Town Hall",Diss Bus Station,,08/11/2013,10/09/2013,,Fridays only when Hartsmere High School is open.,Valid,Registered,"From: Eye, Town Hall
To: Diss Bus Station
Via: 
Name or No: 475
Service Type: Hail & Ride
Effective Date: 08-Nov-2013
Other Details: Fridays only when Hartsmere High School is open.",Hail & Ride,NO,No,,Norfolk County Council,East of England,10
PF0000069/10,0,475,F,PF0000069,2,2,01/04/1992,31/03/2022,Standard National,16366,JEFF MORSS,FARELINE BUS & COACH SERVICES,"SYLEHAM ROAD, OLD ROSES, WINGFIELD, DISS, IP21 5RF, GB","Eye, Town Hall",Diss Bus Station,,08/11/2013,10/09/2013,,Fridays only when Hartsmere High School is open.,Valid,Registered,"From: Eye, Town Hall
To: Diss Bus Station
Via: 
Name or No: 475
Service Type: Hail & Ride
Effective Date: 08-Nov-2013
Other Details: Fridays only when Hartsmere High School is open.",Hail & Ride,NO,No,,Suffolk County Council,East of England,10
PF0000070/24,0,307,F,PF0000070,25,25,01/10/1993,30/09/2018,Standard International,16367,MULLEYS MOTORWAYS LTD,,"STOW ROAD, MULLEYS COACH DEPOT, IXWORTH, BURY ST. EDMUNDS, IP31 2JB, GB",Bury St Edmunds,Bury St Edmunds,"Woolpit, Drinkstone, Beyton, Thurston & Gt Barton",25/07/2005,25/07/2005,,Monday to Saturday Excluding Public Holidays,Valid,Registered,"From: Bury St Edmunds
To: Bury St Edmunds
Via: Woolpit, Drinkstone, Beyton, Thurston & Gt Barton
Name or No: 307/308
Service Type: Normal Stopping
Effective Date: 25-Jul-2005
Other Details: Monday to Saturday Excluding Public Holidays",Normal Stopping,Yes,Yes,Suffolk CC,Suffolk County Council,East of England,24
